cropped_image_path,item_id,split
/kaggle/working/cropped_images/04_3_back.jpg,id_00000032,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000033,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000033,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000033,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000033,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000033,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000033,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000033,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000033,train
/kaggle/working/cropped_images/05_1_front.jpg,id_00000033,train
/kaggle/working/cropped_images/05_2_side.jpg,id_00000033,train
/kaggle/working/cropped_images/05_3_back.jpg,id_00000033,train
/kaggle/working/cropped_images/05_7_additional.jpg,id_00000033,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000037,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000037,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000037,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000037,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000038,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000038,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000038,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000038,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000039,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000039,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000039,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000039,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000039,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000039,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000041,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000041,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000041,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000043,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000043,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000043,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000044,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000044,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000044,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000044,train
/kaggle/working/cropped_images/01_6_flat.jpg,id_00000044,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000047,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000047,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000047,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000047,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000047,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000048,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000048,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000048,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000048,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000048,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000048,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000048,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000048,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000048,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000048,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000051,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000051,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000051,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000051,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000051,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000053,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000053,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000053,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000053,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000056,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000056,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000056,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000056,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000056,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000057,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000057,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000057,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000057,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000057,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000057,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000057,train
/kaggle/working/cropped_images/03_4_full.jpg,id_00000057,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000059,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000059,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000059,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000059,train
/kaggle/working/cropped_images/05_1_front.jpg,id_00000060,train
/kaggle/working/cropped_images/05_2_side.jpg,id_00000060,train
/kaggle/working/cropped_images/05_3_back.jpg,id_00000060,train
/kaggle/working/cropped_images/05_4_full.jpg,id_00000060,train
/kaggle/working/cropped_images/06_1_front.jpg,id_00000060,train
/kaggle/working/cropped_images/06_2_side.jpg,id_00000060,train
/kaggle/working/cropped_images/06_3_back.jpg,id_00000060,train
/kaggle/working/cropped_images/06_4_full.jpg,id_00000060,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000061,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000061,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000061,train
/kaggle/working/cropped_images/04_4_full.jpg,id_00000061,train
/kaggle/working/cropped_images/05_1_front.jpg,id_00000061,train
/kaggle/working/cropped_images/05_2_side.jpg,id_00000061,train
/kaggle/working/cropped_images/05_3_back.jpg,id_00000061,train
/kaggle/working/cropped_images/05_4_full.jpg,id_00000061,train
/kaggle/working/cropped_images/06_1_front.jpg,id_00000061,train
/kaggle/working/cropped_images/06_2_side.jpg,id_00000061,train
/kaggle/working/cropped_images/06_3_back.jpg,id_00000061,train
/kaggle/working/cropped_images/06_4_full.jpg,id_00000061,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000062,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000062,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000062,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000062,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000062,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000062,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000064,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000064,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000064,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000064,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000066,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000066,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000066,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000066,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000067,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000067,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000067,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000067,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000068,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000068,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000068,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000068,train
/kaggle/working/cropped_images/01_6_flat.jpg,id_00000068,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000069,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000069,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000069,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000069,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000069,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000069,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000069,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000070,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000070,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000070,train
/kaggle/working/cropped_images/03_4_full.jpg,id_00000070,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000070,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000070,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000070,train
/kaggle/working/cropped_images/04_4_full.jpg,id_00000070,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000070,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000071,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000071,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000071,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000075,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000075,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000075,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000075,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000078,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000078,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000078,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000078,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000078,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000078,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000078,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000078,train
/kaggle/working/cropped_images/03_4_full.jpg,id_00000078,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000078,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000078,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000078,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000078,train
/kaggle/working/cropped_images/04_4_full.jpg,id_00000078,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000078,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000080,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000080,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000080,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000080,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000081,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000081,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000081,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000081,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000081,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000082,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000082,train
/kaggle/working/cropped_images/03_4_full.jpg,id_00000082,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000082,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000082,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000082,train
/kaggle/working/cropped_images/04_4_full.jpg,id_00000082,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000082,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000085,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000085,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000085,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000086,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000086,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000086,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000086,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/01_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/02_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/03_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/04_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/05_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/05_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/05_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/05_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/05_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/08_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/08_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/08_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/08_4_full.jpg,id_00000089,train
/kaggle/working/cropped_images/08_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/15_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/15_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/15_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/15_4_full.jpg,id_00000089,train
/kaggle/working/cropped_images/15_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/17_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/17_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/17_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/17_4_full.jpg,id_00000089,train
/kaggle/working/cropped_images/18_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/18_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/18_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/18_4_full.jpg,id_00000089,train
/kaggle/working/cropped_images/18_6_flat.jpg,id_00000089,train
/kaggle/working/cropped_images/18_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/26_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/26_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/26_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/26_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/27_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/27_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/27_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/27_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/28_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/28_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/28_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/28_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/29_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/29_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/29_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/29_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/44_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/44_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/44_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/44_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/45_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/45_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/45_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/45_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/46_1_front.jpg,id_00000089,train
/kaggle/working/cropped_images/46_2_side.jpg,id_00000089,train
/kaggle/working/cropped_images/46_3_back.jpg,id_00000089,train
/kaggle/working/cropped_images/46_7_additional.jpg,id_00000089,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000090,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000090,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000090,train
/kaggle/working/cropped_images/03_4_full.jpg,id_00000090,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000090,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000090,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000090,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000090,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000091,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000091,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000091,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000091,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000091,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000095,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000095,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000095,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000095,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000097,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000097,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000097,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000097,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000097,train
/kaggle/working/cropped_images/04_2_side.jpg,id_00000097,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000097,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000097,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000101,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000101,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000101,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000101,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000101,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000101,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000101,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000104,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000104,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000104,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000104,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000107,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000107,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000107,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000109,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000109,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000109,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000109,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000110,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000110,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000110,train
/kaggle/working/cropped_images/01_4_full.jpg,id_00000110,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000110,train
/kaggle/working/cropped_images/02_1_front.jpg,id_00000111,train
/kaggle/working/cropped_images/02_2_side.jpg,id_00000111,train
/kaggle/working/cropped_images/02_3_back.jpg,id_00000111,train
/kaggle/working/cropped_images/02_4_full.jpg,id_00000111,train
/kaggle/working/cropped_images/02_7_additional.jpg,id_00000111,train
/kaggle/working/cropped_images/04_1_front.jpg,id_00000112,train
/kaggle/working/cropped_images/04_3_back.jpg,id_00000112,train
/kaggle/working/cropped_images/04_4_full.jpg,id_00000112,train
/kaggle/working/cropped_images/04_7_additional.jpg,id_00000112,train
/kaggle/working/cropped_images/05_1_front.jpg,id_00000112,train
/kaggle/working/cropped_images/05_2_side.jpg,id_00000112,train
/kaggle/working/cropped_images/05_3_back.jpg,id_00000112,train
/kaggle/working/cropped_images/05_7_additional.jpg,id_00000112,train
/kaggle/working/cropped_images/06_1_front.jpg,id_00000112,train
/kaggle/working/cropped_images/06_3_back.jpg,id_00000112,train
/kaggle/working/cropped_images/06_7_additional.jpg,id_00000112,train
/kaggle/working/cropped_images/01_1_front.jpg,id_00000114,train
/kaggle/working/cropped_images/01_2_side.jpg,id_00000114,train
/kaggle/working/cropped_images/01_3_back.jpg,id_00000114,train
/kaggle/working/cropped_images/01_7_additional.jpg,id_00000114,train
/kaggle/working/cropped_images/03_1_front.jpg,id_00000114,train
/kaggle/working/cropped_images/03_2_side.jpg,id_00000114,train
/kaggle/working/cropped_images/03_3_back.jpg,id_00000114,train
/kaggle/working/cropped_images/03_7_additional.jpg,id_00000114,train
/kaggle/working/cropped_images/06_1_front.jpg,id_00000114,train
/kaggle/working/cropped_images/06_2_side.jpg,id_00000114,train
/kaggle/working/cropped_images/06_3_back.jpg,id_00000114,train
/kaggle/working/cropped_images/06_7_additional.jpg,id_00000114,train
/kaggle/working/cropped_images/07_1_front.jpg,id_00000114,train
