item_id,image_path,caption
id_00000017,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_01_1_front.jpg,women tees clothing
id_00000017,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_01_2_side.jpg,women tees clothing
id_00000017,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_02_1_front.jpg,women tees clothing
id_00000017,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000017_02_3_back.jpg,women tees clothing
id_00000019,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000019_01_1_front.jpg,women graphic clothing
id_00000019,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000019_01_4_full.jpg,women graphic clothing
id_00000021,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000021_04_1_front.jpg,women dresses clothing
id_00000021,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000021_04_7_additional.jpg,women dresses clothing
id_00000021,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000021_05_1_front.jpg,women dresses clothing
id_00000021,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000021_05_2_side.jpg,women dresses clothing
id_00000021,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000021_06_2_side.jpg,women dresses clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_05_2_side.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_05_7_additional.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_2_side.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_4_full.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_06_7_additional.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_07_3_back.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_09_1_front.jpg,women tees clothing
id_00000026,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000026_09_2_side.jpg,women tees clothing
id_00000027,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_2_side.jpg,women dresses clothing
id_00000027,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_3_back.jpg,women dresses clothing
id_00000027,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_4_full.jpg,women dresses clothing
id_00000027,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000027_01_7_additional.jpg,women dresses clothing
id_00000027,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000027_02_2_side.jpg,women dresses clothing
id_00000028,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000028_01_1_front.jpg,women blouses clothing
id_00000028,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000028_01_2_side.jpg,women blouses clothing
id_00000029,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000029_04_1_front.jpg,women pants clothing
id_00000029,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000029_04_2_side.jpg,women pants clothing
id_00000029,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000029_04_7_additional.jpg,women pants clothing
id_00000029,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000029_06_3_back.jpg,women pants clothing
id_00000031,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000031_02_3_back.jpg,women blouses clothing
id_00000031,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000031_02_4_full.jpg,women blouses clothing
id_00000034,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000034_02_1_front.jpg,women dresses clothing
id_00000034,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000034_02_2_side.jpg,women dresses clothing
id_00000035,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000035_03_2_side.jpg,women dresses clothing
id_00000035,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000035_04_1_front.jpg,women dresses clothing
id_00000035,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000035_04_7_additional.jpg,women dresses clothing
id_00000035,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000035_05_1_front.jpg,women dresses clothing
id_00000035,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000035_05_2_side.jpg,women dresses clothing
id_00000036,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000036_02_1_front.jpg,women cardigans clothing
id_00000036,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000036_02_2_side.jpg,women cardigans clothing
id_00000040,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000040_03_1_front.jpg,women blouses clothing
id_00000040,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000040_03_4_full.jpg,women blouses clothing
id_00000042,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000042_02_1_front.jpg,women dresses clothing
id_00000042,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000042_02_2_side.jpg,women dresses clothing
id_00000045,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000045_01_1_front.jpg,men tees clothing
id_00000045,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000045_01_4_full.jpg,men tees clothing
id_00000046,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000046_01_1_front.jpg,women graphic clothing
id_00000046,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Graphic_Tees_id_00000046_01_3_back.jpg,women graphic clothing
id_00000049,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Sweaters_id_00000049_01_1_front.jpg,men sweaters clothing
id_00000049,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Sweaters_id_00000049_01_3_back.jpg,men sweaters clothing
id_00000050,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_02_1_front.jpg,women rompers clothing
id_00000050,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_02_7_additional.jpg,women rompers clothing
id_00000050,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000050_03_3_back.jpg,women rompers clothing
id_00000052,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000052_03_1_front.jpg,women pants clothing
id_00000052,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000052_03_2_side.jpg,women pants clothing
id_00000054,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000054_01_1_front.jpg,women jackets clothing
id_00000054,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000054_01_3_back.jpg,women jackets clothing
id_00000055,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Denim_id_00000055_04_2_side.jpg,women denim clothing
id_00000055,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Denim_id_00000055_04_3_back.jpg,women denim clothing
id_00000058,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000058_02_1_front.jpg,women jackets clothing
id_00000058,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Jackets_Coats_id_00000058_02_2_side.jpg,women jackets clothing
id_00000063,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Pants_id_00000063_02_1_front.jpg,men pants clothing
id_00000063,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Pants_id_00000063_02_3_back.jpg,men pants clothing
id_00000065,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000065_02_1_front.jpg,women pants clothing
id_00000065,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000065_02_2_side.jpg,women pants clothing
id_00000065,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000065_02_1_front.jpg,women blouses clothing
id_00000072,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000072_01_1_front.jpg,women blouses clothing
id_00000072,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000072_01_3_back.jpg,women blouses clothing
id_00000073,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000073_02_2_side.jpg,women dresses clothing
id_00000073,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000073_02_3_back.jpg,women dresses clothing
id_00000074,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_1_front.jpg,women dresses clothing
id_00000074,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_3_back.jpg,women dresses clothing
id_00000074,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000074_03_7_additional.jpg,women dresses clothing
id_00000076,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000076_01_1_front.jpg,women rompers clothing
id_00000077,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00000077_02_2_side.jpg,women rompers clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_1_front.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_2_side.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_4_full.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_04_7_additional.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_05_1_front.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_05_4_full.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_08_2_side.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_08_4_full.jpg,women tees clothing
id_00000079,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000079_09_2_side.jpg,women tees clothing
id_00000083,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000083_02_1_front.jpg,women dresses clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_04_1_front.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_2_side.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_3_back.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_05_7_additional.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_1_front.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_2_side.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_07_7_additional.jpg,men jackets clothing
id_00000084,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000084_08_2_side.jpg,men jackets clothing
id_00000087,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000087_02_1_front.jpg,women dresses clothing
id_00000087,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000087_02_3_back.jpg,women dresses clothing
id_00000088,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000088_02_1_front.jpg,women dresses clothing
id_00000088,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000088_02_3_back.jpg,women dresses clothing
id_00000092,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000092_01_1_front.jpg,women dresses clothing
id_00000093,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000093_01_1_front.jpg,women blouses clothing
id_00000093,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000093_01_2_side.jpg,women blouses clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_01_2_side.jpg,men jackets clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_02_2_side.jpg,men jackets clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_02_3_back.jpg,men jackets clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_2_side.jpg,men jackets clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_3_back.jpg,men jackets clothing
id_00000094,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Jackets_Vests_id_00000094_04_7_additional.jpg,men jackets clothing
id_00000096,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000096_02_1_front.jpg,women dresses clothing
id_00000096,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000096_02_4_full.jpg,women dresses clothing
id_00000098,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Sweaters_id_00000098_02_3_back.jpg,women sweaters clothing
id_00000098,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Sweaters_id_00000098_02_4_full.jpg,women sweaters clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_05_2_side.jpg,women tees clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_05_7_additional.jpg,women tees clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_06_1_front.jpg,women tees clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_06_2_side.jpg,women tees clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_06_3_back.jpg,women tees clothing
id_00000099,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000099_06_7_additional.jpg,women tees clothing
id_00000100,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000100_01_1_front.jpg,men tees clothing
id_00000100,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000100_01_4_full.jpg,men tees clothing
id_00000102,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000102_03_2_side.jpg,women tees clothing
id_00000102,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000102_03_4_full.jpg,women tees clothing
id_00000102,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000102_03_7_additional.jpg,women tees clothing
id_00000102,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000102_04_1_front.jpg,women tees clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_01_2_side.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_01_7_additional.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_02_1_front.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_02_3_back.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_03_1_front.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_03_2_side.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_03_7_additional.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_04_1_front.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_04_2_side.jpg,women shorts clothing
id_00000103,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Shorts_id_00000103_05_1_front.jpg,women shorts clothing
id_00000105,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000105_02_1_front.jpg,women pants clothing
id_00000105,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Pants_id_00000105_02_3_back.jpg,women pants clothing
id_00000106,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000106_03_2_side.jpg,women dresses clothing
id_00000106,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Dresses_id_00000106_03_3_back.jpg,women dresses clothing
id_00000108,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000108_03_1_front.jpg,women blouses clothing
id_00000108,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000108_03_2_side.jpg,women blouses clothing
id_00000108,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000108_03_7_additional.jpg,women blouses clothing
id_00000108,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00000108_04_2_side.jpg,women blouses clothing
id_00000113,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000113_01_1_front.jpg,women tees clothing
id_00000113,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Tees_Tanks_id_00000113_01_2_side.jpg,women tees clothing
id_00000119,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000119_02_2_side.jpg,women cardigans clothing
id_00000119,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000119_02_3_back.jpg,women cardigans clothing
id_00000119,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000119_02_7_additional.jpg,women cardigans clothing
id_00000119,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000119_03_1_front.jpg,women cardigans clothing
id_00000119,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Cardigans_id_00000119_03_2_side.jpg,women cardigans clothing
id_00000122,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000122_01_1_front.jpg,men tees clothing
id_00000122,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_MEN_Tees_Tanks_id_00000122_01_2_side.jpg,men tees clothing
id_00000125,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Sweaters_id_00000125_01_1_front.jpg,women sweaters clothing
id_00000125,/kaggle/input/datasets/ankithkini/preprocessed-deepfashion-input/split_images/gallery/img_WOMEN_Sweaters_id_00000125_01_2_side.jpg,women sweaters clothing
